Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name
ARL2BPP6,175290731,175291252,5
,154993598,154994445,5
LTC4S,179793980,179796647,5
,149216523,149276805,5
LINC01944,172543403,172559202,5
,180967848,180968567,5
,160685351,160692889,5
,143375628,143375883,5
,155397291,155398353,5
DRD1,175440036,175444182,5
ARPP19P1,180982273,180982611,5
,168993000,168995677,5
,174081506,174086618,5
LINC01933,151949571,152270449,5
,149694237,149696308,5
SYNPO,150601080,150659207,5
SIL1,138946724,139293557,5
,152374998,152726160,5
,175471414,175475378,5
,148644687,148646390,5
EEF1GP2,147922179,147923421,5
CNOT6,180494379,180578358,5
,150608428,150615354,5
,172609094,172609444,5
,125862746,125863193,5
IL17B,149371324,149404202,5
GABRP,170763350,170814047,5
,158485190,158588546,5
RNF14,141958328,141990292,5
NEURL1B,172641263,172691540,5
,174173101,174181814,5
,169012148,169013146,5
,150621007,150626779,5
,155491336,155493598,5
ZFYVE16,80408013,80483379,5
,179974584,179980186,5
BTNL3,180988846,181006727,5
LINC01484,173707614,173746279,5
MGAT4B,179797597,179806952,5
,180078357,180081691,5
SOX30,157625679,157671480,5
,141970637,141982687,5
,151509453,151512769,5
SFXN1,175477062,175529742,5
SLIT3-AS1,169013227,169037998,5
,173383941,173451591,5
RPL23AP45,181471963,181472430,5
RPL36AP20,152495718,152496017,5
,179963615,179964419,5
,174329612,174330503,5
RPL12P21,139035148,139035987,5
C5orf52,157671533,157680158,5
,139012647,139051203,5
KIF4B,155013755,155018141,5
,29104880,29105438,5
,180085717,180087038,5
LINC01942,173689459,173705849,5
,139848290,139856389,5
CHSY3,129904465,130186634,5
,157604707,157605637,5
MCTP1-AS1,94979151,94980893,5
C5orf46,147880726,147906538,5
,158424585,158452758,5
LINC01470,152618965,153223543,5
,123236079,123236370,5
,20830166,20830947,5
SOWAHA,132813302,132816786,5
MRNIP-DT,179859013,179861283,5
,86884231,86884881,5
,132688681,132723725,5
,86967321,87137712,5
SEPTIN8,132750819,132807241,5
MYOZ3-AS1,150670658,150672390,5
CPEB4,173888349,173961980,5
FAM151B-DT,80411231,80488095,5
LINC01863,173642519,173658194,5
NDST1,150485818,150558211,5
RPS3AP22,88381957,88382725,5
RNF130,179911651,180072113,5
,147886086,147886878,5
SETP22,97056402,97057358,5
SQSTM1,179806398,179838078,5
,142732704,142737461,5
PCYOX1L,149358037,149369653,5
,158464465,158464678,5
,9498401,9498775,5
SPOCK1,136975298,137598379,5
OXCT1-AS1,41869927,41872241,5
LINC02234,97840912,97923497,5
IL4,132673986,132682678,5
TAF11L13,17632088,17632684,5
GRIA1,153489615,153813869,5
,41868975,41880210,5
,53206561,53207176,5
LINC02143,164448161,164467879,5
,133720495,133720934,5
NDST1-AS1,150475531,150485968,5
LARS1,146110566,146182696,5
,173757562,173773164,5
HSPA8P4,130140031,130141950,5
,54857272,54858491,5
,180416949,180443240,5
,155087430,155199252,5
,10664495,10665113,5
RASGEF1C,180100795,180209211,5
LINC01020,4987789,5070314,5
,179939457,179940132,5
ZFP2,178895898,178933212,5
SEMA5A-AS1,9511333,9518086,5
,147887112,147887704,5
,73778039,73786491,5
WBP1LP4,181378695,181379038,5
ARL2BPP4,130529419,130529889,5
,164601002,164601452,5
INTS6P1,39718984,39721513,5
ECSCR,139448560,139462743,5
C1QTNF2,160347754,160370641,5
LINC02121,5069192,5078311,5
RBM22,150690792,150701077,5
GALNT10,154190730,154420984,5
,54878238,54878588,5
,5046796,5049497,5
MTCYBP37,8619178,8620310,5
,29105568,29106861,5
TAF11L10,17597232,17597828,5
TMEM174,73173193,73175143,5
PARP8,50665899,50846519,5
RPS15AP18,179933805,179934196,5
MIR4277,1708785,1708868,5
Y_RNA,2184710,2184820,5
RN7SKP73,5126046,5126337,5
MIR4458,8460925,8460999,5
RNU1-76P,7980146,7980304,5
Metazoa_SRP,7239781,7240018,5
SNORD123,9548836,9548905,5
RNA5SP177,9760907,9761013,5
RNA5SP176,7047227,7047336,5
MIR4636,9053816,9053895,5
MIR887,15935182,15935260,5
RNU6-679P,12297399,12297504,5
RN7SKP133,17345616,17345955,5
U8,15110786,15110920,5
RNA5SP179,16853994,16854114,5
RNA5SP178,16033229,16033356,5
RNU6-660P,16941843,16941951,5
Metazoa_SRP,18958147,18958413,5
RN7SL58P,18547312,18547605,5
RNA5SP180,17156971,17157071,5
RNU6-1003P,17240611,17240715,5
SNORD81,18236123,18236196,5
Y_RNA,17117576,17117686,5
Metazoa_SRP,24449351,24449615,5
,23972188,23972294,5
Y_RNA,23994502,23994603,5
RNU4-43P,26012889,26013025,5
Y_RNA,23299155,23299262,5
RNU6-374P,25701217,25701324,5
Y_RNA,24910594,24910695,5
RN7SKP207,29948828,29949130,5
,29070496,29070610,5
RNU6-1079P,32234766,32234875,5
RNU6-378P,32309662,32309768,5
MIR579,32394378,32394475,5
SNORD29,24811481,24811548,5
Y_RNA,32134738,32134834,5
RNU6-738P,27111569,27111674,5
RNU6-358P,31820564,31820638,5
RNU6-760P,31832439,31832535,5
MIR4279,31936102,31936159,5
RNU6-909P,28624657,28624763,5
RNU6-1190P,37619985,37620088,5
RNU6-484P,37700331,37700437,5
U3,35429064,35429277,5
MIR3650,38557502,38557561,5
RNU7-130P,35632963,35633024,5
SNORA63,40654963,40655094,5
RNU1-150P,40269558,40269719,5
RNU6-480P,51055353,51055459,5
RNU6-1296P,51167541,51167647,5
Y_RNA,41963868,41963969,5
RN7SL383P,44716193,44716486,5
RNU6-272P,53912020,53912123,5
MIR581,53951504,53951599,5
RN7SL801P,54048007,54048308,5
,54075518,54075583,5
RNU6-381P,44066624,44066731,5
RNA5SP185,56260333,56260446,5
RNA5SP182,51886688,51886769,5
RNU6ATAC2P,56297564,56297689,5
Y_RNA,55040847,55040945,5
MIR449A,55170532,55170622,5
MIR449B,55170646,55170742,5
MIR449C,55172262,55172353,5
Y_RNA,57169108,57169209,5
RNU6-299P,56125671,56125770,5
RNA5SP184,56146739,56146846,5
MIR5687,55508850,55508926,5
Y_RNA,65123369,65123474,5
RN7SL169P,64539504,64539792,5
RNU6-294P,64573569,64573670,5
RNU6-540P,65604661,65604761,5
RNU6-913P,61664145,61664239,5
MIR4803,72169467,72169540,5
RNU7-196P,73828012,73828073,5
RN7SL814P,74317986,74318285,5
,80306235,80306368,5
MIR582,59703606,59703703,5
RNU6-806P,60304047,60304151,5
Y_RNA,79534853,79534954,5
,60487713,60487929,5
,60488078,60488327,5
,60546219,60546349,5
RNU4-11P,83803554,83803685,5
RN7SL378P,82078427,82078724,5
RN7SKP295,83685866,83686018,5
RNU6-620P,83703448,83703543,5
SCARNA18,83064204,83064337,5
MIR3660,90016621,90016720,5
RN7SKP34,87102603,87102846,5
MIR4280,87114879,87114954,5
RN7SL629P,87294189,87294473,5
RNU6-606P,87299687,87299797,5
RNU6-727P,87420341,87420447,5
RNU6-448P,84196883,84196989,5
RNU6-804P,86663144,86663250,5
RNY3P1,79170234,79170335,5
MIR3977,82840155,82840224,5
,79220942,79221073,5
RNU1-73P,97175950,97176113,5
RNU6-211P,80365726,80365832,5
SNORD138,86620497,86620575,5
Y_RNA,79562745,79562846,5
RNA5SP187,88274258,88274376,5
SNORA70,88382772,88382907,5
Y_RNA,96962656,96962757,5
,91844022,91844116,5
RN7SL802P,101581830,101582128,5
MIR548P,100816482,100816565,5
MIR9-2,88666853,88666939,5
RNU6-1119P,100153672,100153779,5
Metazoa_SRP,91314716,91314997,5
RN7SKP62,100733058,100733386,5
Y_RNA,100021804,100021906,5
RN7SKP68,102302504,102302810,5
RNU4-90P,91270727,91270867,5
Y_RNA,108891437,108891546,5
MIR583,96079138,96079212,5
RNU6-524P,96210121,96210227,5
RNU6-47P,109014834,109014940,5
RN7SKP230,109699500,109699834,5
RN7SKP57,111719769,111720061,5
RNU6-482P,112778363,112778469,5
RNA5SP188,102131007,102131135,5
RNU1-140P,104098874,104099038,5
RN7SL255P,104260531,104260826,5
RNU6-334P,104780288,104780389,5
RN7SKP89,114253513,114253754,5
RNU6-644P,116188455,116188552,5
RNU2-49P,115774319,115774502,5
MIR1244-2,118974586,118974670,5
RN7SL711P,123070782,123071080,5
RN7SL174P,119306343,119306631,5
MIR548F3,110513829,110513915,5
SNORA13,112161485,112161617,5
RNU6-752P,126755316,126755417,5
,110684794,110684927,5
RNU6-373P,119007571,119007668,5
RNU6-701P,119138859,119138965,5
MIR5706,119154637,119154716,5
RN7SKP117,125350868,125351131,5
RNU7-53P,130386621,130386680,5
RNU6-718P,120337549,120337653,5
RNA5SP189,105922994,105923108,5
MIR4460,129397062,129397147,5
RN7SL689P,123022487,123022783,5
RNU6-290P,126553302,126553402,5
RNU4-69P,120710698,120710840,5
RNU6ATAC10P,129974891,129975001,5
RNA5SP191,130114409,130114510,5
,131440031,131440196,5
,106546665,106546803,5
RNA5SP193,136969200,136969306,5
,136129516,136129781,5
Vault,136080497,136080597,5
,136134082,136134248,5
,136133696,136133826,5
,136133912,136134035,5
Y_RNA,132993099,132993200,5
MIR1289-2,133427596,133427706,5
RNU6-236P,139717985,139718090,5
MIR874,137647572,137647649,5
RNU7-34P,118758211,118758274,5
MIR5197,143679860,143679971,5
RN7SL87P,144140879,144141166,5
RN7SKP246,144535354,144535670,5
RNU7-156P,143542514,143542587,5
RNU7-180P,146245191,146245253,5
MIR145,149430646,149430733,5
MIR143,149428918,149429023,5
U3,149695748,149695959,5
Metazoa_SRP,148389748,148390029,5
,142317830,142317920,5
,142318047,142318167,5
RNU6-588P,149606637,149606741,5
MIR6499,151522087,151522148,5
RNU6-390P,157579497,157579599,5
RN7SL655P,154349428,154349725,5
MIR378A,149732825,149732890,5
RN7SL177P,153755382,153755680,5
MIR3142,160474402,160474483,5
MIR146A,160485352,160485450,5
RNA5SP194,139012329,139012441,5
RNU6-164P,162477891,162477993,5
RNU6-260P,157809098,157809204,5
RN7SL868P,149722070,149722372,5
MIR1294,154347106,154347247,5
Y_RNA,132945342,132945454,5
RN7SL623P,170866835,170867144,5
RN7SKP60,165609441,165609679,5
MIR103A1,168560896,168560973,5
MIR103B1,168560904,168560965,5
,172252334,172252478,5
RNU2-48P,157976766,157976956,5
RNU6-500P,173362134,173362240,5
MIR218-2,168768146,168768255,5
Y_RNA,168791498,168791610,5
MIR585,169263601,169263694,5
RNA5SP200,173292517,173292619,5
MIR4634,174751734,174751787,5
Y_RNA,173254190,173254290,5
RNU6-209P,164935162,164935268,5
MIR8056,173347455,173347536,5
RNU6-168P,163796065,163796165,5
MIR5003,172662165,172662263,5
RNU1-17P,180729586,180729737,5
MIR8089,181043403,181043484,5
RNU6-525P,180444509,180444612,5
Y_RNA,180909838,180909927,5
MIR340,180015303,180015397,5
RNU6-1036P,181007281,181007384,5
MIR1229,179798278,179798346,5
RN7SKP150,179845832,179846152,5
Y_RNA,179847035,179847130,5
SLC34A1,177379235,177398848,5
PFN3,177400109,177400661,5
GRK6,177403204,177442901,5
PRR7,177446445,177456286,5
,177476631,177479656,5
PDLIM7-AS1,177494995,177503647,5
DDX41,177511577,177516961,5
TIGD6,149993118,150000654,5
HMGXB3,150000046,150053142,5
,150014785,150015154,5
RPS20P4,150021567,150021921,5
CSF1R,150053291,150113372,5
RPL7P1,150094302,150095048,5
Y_RNA,150098406,150098506,5
PDGFRB,150113839,150155872,5
,96741079,96742698,5
ERAP1,96760810,96808100,5
,96784777,96785999,5
,96803688,96806105,5
Y_RNA,144087,144197,5
LRRC14B,191495,196334,5
,195778,196341,5
CCDC127,196868,218153,5
,213898,217279,5
,218298,314955,5
,288833,290321,5
,403731,404546,5
,418703,419109,5
EXOC3,443175,471937,5
PP7080,466124,473098,5
SLC9A3,470456,524449,5
SLC9A3-AS1,473236,480884,5
,524109,527448,5
MIR4456,535840,535882,5
CEP72-DT,602620,612210,5
CEP72,612340,667168,5
TPPP,659862,693352,5
,675826,676616,5
BRD9P2,767382,768930,5
,770005,770113,5
,58198,58915,5
SPCS2P3,816346,817001,5
RNU6-572P,139221758,139221837,5
SNHG4,139274102,139284899,5
SNORA74D,139276180,139276320,5
SNORA74A,139278781,139278978,5
MATR3,139293674,139331677,5
RNA5SP195,139299852,139299968,5
RN7SKP64,139333038,139333365,5
PAIP2,139341587,139369720,5
,139364677,139369717,5
SLC23A1,139367196,139384553,5
MZB1,139387467,139390081,5
PROB1,139390592,139395104,5
DNAJC18,139408588,139444491,5
RNU5B-4P,139447907,139448017,5
,148970340,148970653,5
RNU6-732P,149057554,149057656,5
MIR584,149062313,149062409,5
RN7SKP145,149116178,149116480,5
HTR1A,63957874,63962507,5
HTR4,148451032,148677235,5
ACSL6,131949973,132012243,5
H3Y1,17654868,17655849,5
MTX3,79976716,79991262,5
FABP6,160187367,160238735,5
MEF2C,88717117,88904257,5
SLIT3,168661733,169301139,5
XRCC4,83077498,83353787,5
NDUFS6,1801407,1816048,5
NMUR2,152391546,152433368,5
TRPC7,136212745,136365545,5
TICAM2,115578496,115602479,5
SERF1B,70025247,70043113,5
ADAM19,157395534,157575775,5
FBXO38,148383935,148442836,5
,6378674,6411690,5
UBE2QL1,6448859,6496723,5
,6532891,6533200,5
NSUN2,6599239,6633291,5
SRD5A1,6633427,6674386,5
LINC02102,6686325,6707711,5
TENT4A,6713432,6757044,5
,6779458,6779998,5
MIR4278,6827853,6827921,5
RN7SKP79,6848127,6848462,5
GNL3LP1,60891935,60893577,5
ERCC8-AS1,60917490,60919573,5
,61114432,61116753,5
,61145846,61146376,5
SMIM15,61157704,61162468,5
HINT1,131155383,131224468,5
LYRM7,131170944,131205428,5
SH3TC2,148923639,149063163,5
LINC02159,160931778,160938626,5
GABRA6,161547063,161702593,5
,161687347,161689408,5
GLRXP3,161751448,161751768,5
,122114598,122154856,5
ZNF474-AS1,122154496,122156015,5
,122311297,122311673,5
,122321291,122323358,5
,122369762,122383568,5
,122373512,122374481,5
SNCAIP,122311354,122464219,5
SLC4A9,140360194,140375141,5
RNU4-14P,140397323,140397444,5
ANKHD1,140401814,140539856,5
ANKHD1-EIF4EBP3,140401908,140549569,5
EIF4EBP3,140547662,140549576,5
,140562443,140592123,5
HAUS1P1,140581504,140582335,5
RPL36P11,140609085,140609400,5
NDUFA2,140638740,140647771,5
DND1,140670794,140673576,5
HARS2,140691430,140699305,5
ZMAT2,140698680,140706686,5
,140732290,140732863,5
,140764110,140764821,5
,140785698,140828549,5
PCDHA1,140786136,141012347,5
PCDHA2,140794852,141012347,5
PCDHA3,140801028,141012347,5
PCDHA4,140806929,141012347,5
PCDHA5,140821604,141012347,5
PCDHA6,140827958,141012347,5
PCDHA7,140834248,141012347,5
PCDHA8,140841187,141012347,5
PCDHA9,140847772,141012347,5
,140849105,140849696,5
PCDHA10,140855883,141012347,5
PCDHA14,140861224,140863521,5
,140867513,140867959,5
PCDHA11,140868183,141012347,5
PCDHA12,140875302,141012347,5
,140875346,140875922,5
,140878073,140882642,5
PCDHA13,140882124,141012347,5
,140966212,140966490,5
PCDHAC2,140966470,141012347,5
PCDHB1,141051374,141059346,5
,171305980,171309777,5
TLX3,171309248,171312139,5
,171345343,171345630,5
RN7SL339P,171359117,171359412,5
RPSAP71,171365595,171367693,5
SNORA70J,171366118,171366252,5
RPL10P8,171366299,171366611,5
MIR3912,171386656,171386760,5
FGF18,171419647,171457626,5
FOXI1,170105897,170109734,5
KRT18P41,170140664,170141940,5
LINC01187,170191579,170199141,5
C5orf58,170232447,170252575,5
KCNMB1,170374671,170389634,5
LCP2,170246233,170297815,5
,170306557,170307606,5
,170308701,170312806,5
HARS1,140673035,140691537,5
Y_RNA,140019492,140019592,5
MALINC1,140071312,140109274,5
PURA,140107777,140125619,5
IGIP,140125937,140129392,5
,140157319,140173051,5
CYSTM1,140175156,140282052,5
,140200163,140203187,5
PFDN1,140245035,140303113,5
,112827213,112867582,5
SRP19,112861188,112898371,5
REEP5,112876385,112922289,5
XBP1P1,112885094,112885745,5
ZRSR2P1,112891610,112893079,5
,90353037,90356609,5
,90388468,90389363,5
,90410000,90410669,5
MBLAC2,90458209,90474771,5
POLR3G,90471748,90514557,5
LYSMD3,90515611,90529584,5
LINC01202,161907111,162001536,5
GABRG2,162000057,162162977,5
RPS4XP6,37085056,37085852,5
RBISP2,37130430,37130700,5
OFD1P17,37209364,37212381,5
RN7SL37P,37246173,37246479,5
,37286449,37286977,5
RNU7-75P,37327135,37327196,5
KRT8P33,123400922,123402344,5
HMGB3P17,123468781,123469429,5
CEP120,123344890,123423592,5
CIR1P1,154559308,154560440,5
MIR3141,154596012,154596072,5
MIR1303,154685776,154685861,5
Y_RNA,154705626,154705727,5
RN7SL803P,154718383,154718689,5
,154729231,154729694,5
FAXDC2,154818492,154859252,5
Metazoa_SRP,154821943,154822258,5
MIR378H,154829458,154829540,5
GEMIN5,154887411,154938211,5
RNU6-661P,62443176,62443282,5
CKS1BP3,62512246,62512482,5
,62561859,62562216,5
RPL35AP14,62575951,62576271,5
LRRC70,62578819,62581446,5
GABRB2,161288429,161549044,5
,62306206,62537249,5
CCNI2,132747426,132754403,5
SPRY4,142310427,142326455,5
ZFP62,180847611,180861285,5
MGAT1,180784780,180815652,5
CETN3,90392257,90409766,5
KCNIP1,170353487,170736632,5
CLINT1,157785743,157859145,5
IPO11,62403972,62628582,5
PCDH12,141943581,141969741,5
TMCO6,140639435,140645408,5
BRD8,138139770,138178953,5
WWC1,168291645,168472303,5
RAPGEF6,131423921,131635231,5
SEMA6A,116443555,116574823,5
RANBP3L,36246913,36302114,5
TRIM36,115124762,115180546,5
ABLIM3,149141483,149260542,5
DCTN4,150708440,150759095,5
MYOZ3,150660882,150679368,5
TMEM161B,88189633,88269476,5
MIER3,56919602,56971675,5
PCDHAC1,140926299,141012347,5
H3Y2,17490967,17492076,5
TARS1,33440696,33468091,5
PRELID3BP5,42908208,42908667,5
PRELID3BP6,42917414,42917984,5
PRELID3BP7,42972624,42973092,5
,43006733,43007543,5
,43033716,43034635,5
,43061395,43062441,5
,43143362,43143514,5
,43206709,43207811,5
,43225506,43225813,5
TUBAP14,43231812,43233173,5
CAST,96525267,96779595,5
,116051917,116052289,5
,116078110,116078570,5
,181065086,181065677,5
FOXO1B,181099140,181100666,5
,181114106,181115674,5
SNORD63B,138558970,138559039,5
SNORD63,138561043,138561110,5
,138620329,138620964,5
,138623479,138623582,5
HSPA9,138553756,138575675,5
LINC02230,73337906,73338533,5
,73382384,73410509,5
FOXD1,73444827,73448777,5
FOXD1-AS1,73446357,73446984,5
LINC01385,73451498,73453395,5
LINC01386,73454187,73472896,5
FUNDC2P1,73508685,73509254,5
ANKRA2,73552190,73565667,5
UTP15,73565443,73583380,5
USP12P1,171251866,171252982,5
SAR1B,134601149,134649271,5
RNU6-1311P,134634839,134634945,5
SEC24A,134648785,134727909,5
RNU6-1164P,134701172,134701278,5
RNU6-757P,134715483,134715582,5
CAMLG,134738495,134752157,5
DDX46,134758771,134855133,5
,134804778,134805132,5
C5orf24,134845680,134859735,5
,134863091,134863433,5
TXNDC15,134874371,134901635,5
,134905235,134905691,5
,151595264,151602709,5
,151652275,151655449,5
SPARC,151661096,151686975,5
CLMAT3,151676945,151725473,5
RN7SKP232,151704289,151704578,5
,151724831,151725356,5
ATOX1,151742316,151772532,5
ATOX1-AS1,151753992,151767247,5
RPLP1P6,151765859,151766378,5
GLRA1,151822513,151924851,5
,151848886,151850791,5
RNA5SP198,151875566,151875692,5
RNU6-923P,33888056,33888162,5
RXFP3,33936386,33938918,5
SLC45A2,33944623,33984693,5
,33970863,33972628,5
C1QTNF3-AMACR,33987174,34124528,5
,33997044,33997724,5
C1QTNF3,34017858,34043213,5
,34105750,34106336,5
,34124162,34124385,5
,34158121,34158767,5
RN7SL684P,176547433,176547726,5
Y_RNA,176556704,176556805,5
GPRIN1,176595802,176610156,5
SNCB,176620082,176630556,5
MIR4281,176629439,176629500,5
EIF4E1B,176630618,176646644,5
TSPAN17,176647387,176659054,5
SRFBP1,121961975,122075570,5
LOX,122063195,122078413,5
NPM1,171387116,171411810,5
NDUFAF2,60945177,61154531,5
UGT3A2,36035021,36071358,5
,36071791,36072079,5
LMBRD2,36098407,36151887,5
MIR580,36147892,36147988,5
RNU6-1305P,36155119,36155222,5
NADK2,36192589,36242279,5
NADK2-AS1,36221055,36221902,5
SKP2,36151989,36196849,5
G3BP1,151771045,151812911,5
,2736662,2737759,5
IRX2,2745845,2751677,5
LSINCT5,2712591,2715237,5
ADRB2,148826611,148828623,5
CDC20B,55112971,55173177,5
SHROOM1,132822141,132830659,5
KIF3A,132692628,132737638,5
CNOT8,154857553,154876792,5
CDC42SE2,131245493,131398447,5
SPINK1,147824572,147831671,5
MAPK9,180233143,180292099,5
TBC1D9B,179862066,179907897,5
TMEM267,43444252,43483893,5
PCDH1,141853090,141879246,5
FYB1,39105252,39274528,5
MOCS2,53095679,53110063,5
,132080066,132080133,5
,132147491,132149559,5
,132163603,132163765,5
,132179234,132181128,5
P4HA2-AS1,132184876,132192808,5
,132199456,132203487,5
MIR6830,132217849,132217918,5
PDLIM4,132257696,132273454,5
SLC22A4,132294394,132344190,5
MIR3936,132365490,132365599,5
Y_RNA,31505684,31505788,5
C5orf22,31532287,31555053,5
,31558573,31559875,5
RNU6-363P,31595565,31595669,5
P4HA2,132190147,132295315,5
POU4F3,146338839,146341728,5
,146375591,146376219,5
,146400981,146407359,5
,146510116,146510271,5
,146563226,146617004,5
RNA5SP196,146586099,146586200,5
RN7SL791P,146656401,146656695,5
DROSHA,31400494,31532196,5
RNU6-456P,134500178,134500284,5
RN7SL541P,134517810,134518092,5
,134522613,134523096,5
PPP2R2B,146580742,147084784,5
KRT8P48,146706381,146707600,5
PPP2R2B-IT1,146914207,146919506,5
,147093259,147097240,5
STK32A-AS1,147180204,147234859,5
,157341596,157460100,5
FNDC9,157341598,157345677,5
NIPAL4-DT,157363382,157365501,5
,157375741,157384950,5
,157422439,157422873,5
NIPAL4,157460213,157474722,5
,157565964,157569098,5
,75320155,75336914,5
HMGCR,75336329,75364001,5
,75374463,75374809,5
COL23A1,178237476,178590393,5
,178344843,178345316,5
,178350867,178352250,5
RN7SL646P,178377924,178378220,5
,178438681,178443094,5
RN7SKP70,178619728,178619998,5
RUFY1,179550554,179610012,5
PRDX2P3,179572156,179572741,5
